Date,Open,High,Low,Close,Adj Close,Volume
2018-04-19,124.739998,124.739998,123.629997,124.199997,117.976151,16300
2018-04-20,124.150002,124.150002,123.080002,123.610001,117.415710,17600
2018-04-23,124.760002,125.029999,123.070000,123.910004,117.700691,20400
2018-04-24,123.120003,123.589996,119.500000,120.879997,114.822517,33100
2018-04-25,122.589996,122.589996,121.050003,121.379997,115.297462,24000
2018-04-26,120.980003,121.050003,119.610001,119.610001,113.616158,16000
2018-04-27,120.300003,120.300003,117.919998,118.820000,112.865753,33000
2018-04-30,117.589996,117.669998,115.370003,115.620003,109.826118,36000
2018-05-01,117.459999,117.459999,115.720001,117.019997,111.155968,35700
2018-05-02,115.879997,115.879997,113.879997,114.000000,108.287277,47100
2018-05-03,114.559998,114.750000,112.610001,113.610001,107.916832,44500
2018-05-04,113.029999,116.120003,113.000000,115.239998,109.465164,22400
2018-05-07,115.199997,115.760002,114.750000,115.440002,109.655144,21800
2018-05-08,114.110001,114.389999,111.300003,112.570000,106.928970,80600
2018-05-09,114.940002,114.949997,114.000000,114.269997,108.543755,68100
2018-05-10,115.000000,115.000000,111.529999,111.720001,106.121544,77300
2018-05-11,111.910004,112.389999,111.529999,111.949997,106.340019,60900
2018-05-14,112.900002,114.199997,112.160004,113.489998,107.802849,49900
2018-05-15,113.360001,113.500000,111.489998,112.000000,106.387520,63400
2018-05-16,111.870003,112.220001,111.050003,111.470001,105.884079,51800
2018-05-17,111.779999,112.830002,111.010002,111.599998,106.007576,54700
2018-05-18,111.650002,112.000000,111.650002,111.790001,106.188042,38600
2018-05-21,112.150002,112.699997,112.000000,112.209999,106.587006,57700
2018-05-22,113.919998,114.269997,113.250000,113.669998,107.973824,120100
2018-05-23,112.620003,112.949997,112.010002,112.160004,106.539497,56300
2018-05-24,112.860001,113.389999,112.750000,113.050003,107.384903,75300
2018-05-25,113.059998,113.919998,113.059998,113.629997,107.935822,46400
2018-05-29,116.500000,117.959999,114.879997,115.959999,110.149063,134300
2018-05-30,120.059998,120.099998,118.739998,119.760002,113.758636,217800
2018-05-31,119.779999,120.169998,118.029999,118.050003,112.134338,62400
2018-06-01,119.300003,120.720001,119.050003,120.669998,114.623055,72400
2018-06-04,122.209999,124.080002,121.660004,123.239998,117.064262,105500
2018-06-05,124.820000,124.900002,123.550003,124.680000,118.432106,66000
2018-06-06,125.519997,125.540001,124.169998,124.949997,118.688568,73600
2018-06-07,126.000000,126.029999,123.459999,123.580002,117.387230,49300
2018-06-08,125.349998,125.430000,123.169998,125.410004,119.125511,36700
2018-06-11,126.889999,127.779999,125.540001,127.349998,120.968292,46000
2018-06-12,125.879997,125.879997,123.760002,124.519997,118.280121,44300
2018-06-13,123.959999,124.430000,123.169998,123.470001,117.282753,29400
2018-06-14,123.459999,123.610001,121.589996,121.930000,115.819923,39600
2018-06-15,121.500000,121.919998,120.459999,121.910004,116.220299,30300
2018-06-18,119.830002,121.570000,119.559998,120.919998,115.276527,31800
2018-06-19,118.690002,119.320000,118.279999,119.230003,113.665398,36200
2018-06-20,120.970001,120.970001,119.940002,120.449997,114.828445,21900
2018-06-21,121.629997,121.629997,119.599998,119.599998,114.018127,20900
2018-06-22,120.230003,121.839996,120.209999,121.750000,116.067780,20200
2018-06-25,122.000000,122.010002,120.900002,121.250000,115.591095,55400
2018-06-26,120.830002,120.830002,119.190002,119.900002,114.304115,32300
2018-06-27,118.820000,118.820000,116.220001,116.599998,111.158134,57400
2018-06-28,117.080002,117.830002,116.580002,117.610001,112.121002,25400
2018-06-29,117.779999,119.099998,117.779999,118.739998,113.198265,33200
2018-07-02,119.209999,120.269997,119.150002,120.269997,114.656860,52300
2018-07-03,121.550003,121.610001,119.500000,120.120003,114.513855,50300
2018-07-05,120.709999,120.709999,119.570000,120.080002,114.475739,24400
2018-07-06,119.830002,120.300003,119.260002,120.110001,114.504311,42200
2018-07-09,119.849998,120.330002,119.550003,120.190002,114.580589,32100
2018-07-10,119.660004,120.389999,119.400002,120.150002,114.542458,30100
2018-07-11,119.400002,119.400002,118.330002,118.669998,113.131508,14400
2018-07-12,119.830002,120.120003,119.599998,119.930000,114.332733,24300
2018-07-13,119.930000,120.290001,119.639999,120.040001,114.437599,27600
2018-07-16,120.879997,120.989998,119.980003,120.500000,114.876114,91900
2018-07-17,120.489998,121.180000,120.349998,120.709999,115.076317,19100
2018-07-18,120.169998,120.239998,119.169998,119.690002,114.103920,13400
2018-07-19,118.790001,118.790001,117.980003,118.089996,112.578606,18500
2018-07-20,118.010002,119.230003,118.010002,118.949997,113.398453,19200
2018-07-23,119.099998,119.370003,118.070000,118.389999,112.864609,21300
2018-07-24,120.050003,120.199997,118.980003,119.980003,114.380386,22200
2018-07-25,120.550003,120.750000,119.699997,120.620003,114.990509,49000
2018-07-26,120.610001,120.610001,119.720001,120.190002,114.580589,41200
2018-07-27,120.139999,120.180000,119.169998,119.779999,114.189735,26700
2018-07-30,120.620003,120.620003,119.510002,119.730003,114.142052,28000
2018-07-31,120.260002,120.889999,119.930000,120.320000,114.704521,43200
2018-08-01,118.540001,118.570000,116.900002,117.360001,111.882660,44700
2018-08-02,115.900002,116.820000,115.489998,115.519997,110.128525,42800
2018-08-03,115.510002,117.650002,115.389999,117.250000,111.777794,32200
2018-08-06,118.440002,120.120003,118.309998,120.120003,114.513855,25900
2018-08-07,121.860001,121.860001,118.739998,119.519997,113.941856,60500
2018-08-08,121.309998,123.769997,120.190002,123.339996,117.583572,45400
2018-08-09,122.260002,122.260002,120.000000,120.180000,114.571060,26100
2018-08-10,119.459999,119.870003,118.730003,119.389999,113.817924,20900
2018-08-13,120.730003,121.379997,120.199997,121.190002,115.533913,21500
2018-08-14,123.339996,124.529999,122.690002,124.070000,118.279480,45800
2018-08-15,123.099998,123.709999,122.360001,122.790001,117.059250,23600
2018-08-16,116.730003,117.139999,113.519997,115.940002,110.528946,119200
2018-08-17,116.459999,117.059998,115.050003,116.680000,111.234413,38400
2018-08-20,119.220001,121.199997,118.940002,120.830002,115.190727,60000
2018-08-21,124.070000,125.540001,124.070000,125.400002,119.547432,54000
2018-08-22,124.589996,124.769997,123.620003,124.099998,118.308105,36900
2018-08-23,122.480003,122.510002,120.760002,120.919998,115.276527,22500
2018-08-24,120.919998,121.940002,120.769997,121.739998,116.058235,26400
2018-08-27,124.400002,124.769997,124.040001,124.449997,118.641754,24300
2018-08-28,125.610001,125.730003,124.680000,125.000000,119.166100,13700
2018-08-29,126.500000,128.250000,126.459999,128.250000,122.264427,28000
2018-08-30,128.449997,128.449997,126.720001,127.059998,121.129959,23200
2018-08-31,128.839996,128.839996,126.599998,127.599998,121.644737,19500
2018-09-04,127.809998,128.000000,126.750000,127.650002,121.692429,33500
2018-09-05,127.910004,128.380005,127.160004,127.709999,121.749626,22300
2018-09-06,127.739998,127.980003,127.029999,127.589996,121.635208,18300
2018-09-07,126.720001,127.410004,126.720001,127.110001,121.177620,7800
2018-09-10,126.839996,128.350006,126.839996,127.839996,121.873558,10800
2018-09-11,128.429993,129.610001,127.620003,128.720001,122.712486,10600
2018-09-12,129.559998,129.690002,128.369995,129.100006,123.074753,11400
2018-09-13,128.509995,128.710007,127.360001,128.710007,122.702957,13600
2018-09-14,129.479996,130.619995,127.089996,129.479996,123.437019,42000
2018-09-17,130.199997,131.080002,129.509995,129.699997,123.646736,26200
2018-09-18,129.750000,130.990005,129.750000,130.460007,124.371284,9300
2018-09-19,130.160004,131.289993,130.160004,131.149994,125.029060,10000
2018-09-20,135.979996,135.979996,134.199997,134.910004,128.613617,25600
2018-09-21,134.850006,134.850006,133.460007,133.839996,127.593529,21400
2018-09-24,134.669998,134.669998,132.820007,134.039993,127.784164,18000
2018-09-25,135.000000,135.000000,133.800003,135.000000,128.699387,16400
2018-09-26,133.570007,133.570007,132.339996,132.369995,126.192139,14100
2018-09-27,129.389999,129.389999,126.419998,126.849998,120.929749,34300
2018-09-28,126.360001,126.769997,125.120003,125.519997,119.661812,10500
2018-10-01,126.000000,126.750000,125.230003,126.110001,120.224289,17900
2018-10-02,127.690002,127.830002,126.820000,127.120003,121.187164,11800
2018-10-03,129.470001,129.470001,128.479996,128.789993,122.779190,18200
2018-10-04,129.350006,129.350006,126.690002,127.120003,121.187164,29400
2018-10-05,126.470001,128.330002,126.470001,127.410004,121.463638,10700
2018-10-08,127.699997,127.699997,125.800003,126.860001,120.939285,13900
2018-10-09,127.730003,127.730003,125.019997,126.059998,120.176643,17500
2018-10-10,125.019997,126.760002,120.720001,121.050003,115.400452,16700
2018-10-11,119.620003,120.230003,117.099998,117.820000,112.321205,24800
2018-10-12,118.599998,120.199997,117.940002,119.750000,114.161118,34200
2018-10-15,118.849998,118.910004,117.410004,117.580002,112.092400,21200
2018-10-16,119.949997,122.889999,119.949997,122.889999,117.154564,17300
2018-10-17,122.419998,122.790001,121.400002,122.370003,116.658836,10000
2018-10-18,122.199997,122.199997,119.959999,120.250000,114.637779,8800
2018-10-19,121.099998,122.019997,121.099998,121.900002,116.210800,9400
2018-10-22,121.860001,122.290001,120.000000,120.900002,115.257439,12500
2018-10-23,118.620003,119.419998,117.099998,118.709999,113.169655,18100
2018-10-24,120.169998,121.720001,118.110001,118.519997,112.988525,24700
2018-10-25,118.279999,119.400002,118.050003,119.019997,113.465195,11000
2018-10-26,117.860001,118.550003,116.660004,118.400002,112.874123,12700
2018-10-29,120.269997,120.349998,116.480003,117.589996,112.101921,15300
2018-10-30,117.599998,119.300003,117.599998,119.150002,113.589134,14500
2018-10-31,118.959999,119.989998,118.260002,119.489998,113.913246,11200
2018-11-01,120.129997,123.400002,120.129997,123.370003,117.612167,18500
2018-11-02,123.529999,124.000000,121.510002,122.269997,116.563515,8400
2018-11-05,120.389999,121.599998,119.400002,121.400002,115.734108,16400
2018-11-06,120.949997,121.379997,120.570000,121.250000,115.591095,10400
2018-11-07,122.660004,124.129997,122.519997,124.000000,118.212769,16300
2018-11-08,125.089996,125.519997,124.730003,125.019997,119.185150,15000
2018-11-09,124.309998,125.199997,123.379997,124.699997,118.880089,13400
2018-11-12,124.489998,124.519997,121.610001,122.349998,116.639786,6400
2018-11-13,121.070000,121.760002,119.500000,119.570000,113.989525,14600
2018-11-14,118.919998,119.389999,116.160004,117.010002,111.548988,17300
2018-11-15,116.949997,117.739998,115.559998,117.739998,112.244919,14900
2018-11-16,117.879997,118.349998,116.000000,117.690002,112.197266,6800
2018-11-19,118.620003,118.620003,116.949997,117.400002,111.920792,16000
2018-11-20,115.690002,117.470001,115.510002,116.839996,111.386932,11700
2018-11-21,118.559998,119.480003,118.559998,119.349998,113.779785,7600
2018-11-23,119.809998,120.699997,117.860001,120.370003,114.752190,7000
2018-11-26,120.970001,123.980003,120.970001,123.800003,118.022102,22000
2018-11-27,123.250000,123.550003,122.540001,122.870003,117.135513,13700
2018-11-28,123.540001,125.489998,123.540001,125.089996,119.251892,13500
2018-11-29,125.080002,125.190002,122.449997,124.059998,118.269958,18500
2018-11-30,124.059998,124.059998,122.010002,123.260002,117.507294,15200
2018-12-03,126.190002,126.400002,125.220001,125.730003,119.862022,12400
2018-12-04,125.050003,125.120003,123.220001,123.559998,117.793289,23800
2018-12-06,120.669998,122.029999,120.000000,120.730003,115.506699,16600
2018-12-07,121.000000,122.500000,120.059998,120.260002,115.057037,7900
2018-12-10,121.720001,122.980003,121.290001,122.970001,117.649803,18800
2018-12-11,125.570000,126.190002,124.010002,125.800003,120.357376,33000
2018-12-12,125.610001,125.870003,124.570000,124.800003,119.400612,15200
2018-12-13,124.570000,124.720001,123.559998,123.930000,118.568253,10100
2018-12-14,122.510002,124.360001,122.510002,123.000000,117.678490,11400
2018-12-17,122.680000,123.989998,121.919998,122.580002,117.276649,18100
2018-12-18,122.839996,124.150002,122.050003,123.980003,118.616096,33800
2018-12-19,124.510002,125.440002,122.120003,123.110001,117.783737,23600
2018-12-20,121.290001,122.410004,118.099998,119.870003,114.683914,17800
2018-12-21,120.019997,121.309998,118.349998,118.349998,113.229675,38000
2018-12-24,113.120003,114.300003,109.809998,109.809998,105.059135,25000
2018-12-26,115.300003,116.070000,113.150002,116.070000,111.048309,27500
2018-12-27,112.769997,114.900002,111.949997,114.900002,109.928940,39500
2018-12-28,114.989998,115.820000,114.190002,115.000000,110.024605,22800
2018-12-31,114.709999,115.419998,112.989998,114.019997,109.087006,33100
2019-01-02,113.580002,115.250000,113.580002,115.250000,110.263802,20700
2019-01-03,116.949997,117.129997,115.400002,115.900002,110.885658,13600
2019-01-04,116.360001,119.150002,116.209999,118.699997,113.564529,13700
2019-01-07,121.290001,122.860001,121.290001,122.000000,116.721771,11300
2019-01-08,123.440002,123.440002,122.129997,123.000000,117.678490,13900
2019-01-09,123.760002,125.230003,123.760002,124.750000,119.352783,13900
2019-01-10,123.320000,124.849998,123.269997,124.849998,119.448456,12500
2019-01-11,124.209999,125.220001,123.300003,124.739998,119.343208,15100
2019-01-14,120.910004,121.629997,120.360001,121.250000,116.004189,16500
2019-01-15,122.050003,123.269997,122.050003,122.610001,117.305367,8700
2019-01-16,124.010002,124.400002,123.589996,123.629997,118.281242,10200
2019-01-17,122.080002,122.849998,121.309998,122.849998,117.534988,13400
2019-01-18,123.739998,123.739998,122.790001,123.050003,117.726341,13100
2019-01-22,122.650002,124.190002,122.650002,122.769997,117.458435,9700
2019-01-23,122.900002,124.099998,122.849998,123.570000,118.223831,5900
2019-01-24,124.050003,124.050003,123.050003,123.629997,118.281242,6900
2019-01-25,124.190002,124.820000,124.180000,124.599998,119.209274,4400
2019-01-28,121.970001,123.410004,121.970001,123.309998,117.975082,5700
2019-01-29,120.970001,123.349998,120.750000,122.760002,117.448875,10100
2019-01-30,122.389999,123.870003,122.029999,123.080002,117.755043,6300
2019-01-31,123.660004,124.430000,123.029999,123.029999,117.707199,14100
2019-02-01,124.830002,124.830002,123.519997,124.279999,118.903107,7800
2019-02-04,123.949997,124.059998,123.010002,124.059998,118.692627,10800
2019-02-05,124.199997,125.480003,123.860001,125.050003,119.639824,14300
2019-02-06,125.169998,126.000000,125.019997,125.720001,120.280823,9600
2019-02-07,125.610001,126.300003,125.239998,126.120003,120.663513,9600
2019-02-08,125.800003,127.000000,125.400002,126.430000,120.960091,9800
2019-02-11,125.750000,126.660004,125.750000,126.360001,120.893127,9900
2019-02-12,127.370003,127.400002,126.790001,127.400002,121.888130,7600
2019-02-13,127.230003,128.199997,127.230003,127.699997,122.175140,6000
2019-02-14,128.050003,129.990005,127.830002,129.470001,123.868591,8800
2019-02-15,129.940002,131.820007,129.940002,131.509995,125.820335,8900
2019-02-19,130.800003,131.940002,130.789993,131.350006,125.667244,10100
2019-02-20,132.559998,134.399994,132.550003,133.380005,127.609406,11800
2019-02-21,133.009995,133.009995,132.369995,133.000000,127.245865,7700
2019-02-22,133.399994,134.000000,133.139999,133.520004,127.743378,4600
2019-02-25,133.160004,133.850006,132.639999,133.070007,127.312881,12300
2019-02-26,133.800003,135.009995,133.770004,134.619995,128.795731,12600
2019-02-27,133.119995,133.639999,132.910004,133.639999,127.858170,5600
2019-02-28,133.979996,134.000000,131.119995,131.270004,125.590706,10600
2019-03-01,131.889999,131.889999,131.139999,131.639999,125.944687,5000
2019-03-04,133.809998,133.940002,131.699997,132.699997,126.958839,12700
2019-03-05,133.800003,133.800003,132.020004,132.139999,126.423042,16400
2019-03-06,132.259995,133.320007,132.259995,132.380005,126.652679,7100
2019-03-07,133.779999,133.779999,132.070007,132.699997,126.958839,8900
2019-03-08,131.119995,132.639999,131.119995,132.639999,126.901428,5000
2019-03-11,132.110001,133.350006,131.850006,133.350006,127.580734,5900
2019-03-12,132.149994,132.149994,130.960007,131.149994,125.475883,10500
2019-03-13,132.199997,132.199997,130.380005,130.520004,124.873131,10000
2019-03-14,129.830002,130.149994,128.479996,129.919998,124.299118,10300
2019-03-15,129.610001,130.259995,129.000000,129.830002,124.212990,7800
2019-03-18,129.850006,130.570007,129.619995,130.570007,124.920975,7700
2019-03-19,128.880005,130.380005,128.850006,130.380005,124.739227,13000
2019-03-20,130.610001,130.610001,128.649994,130.139999,124.509560,7400
2019-03-21,130.039993,130.889999,129.800003,130.600006,124.949722,6500
2019-03-22,130.830002,131.149994,127.860001,128.600006,123.036224,9900
2019-03-25,126.110001,126.790001,125.260002,125.510002,120.079903,15600
2019-03-26,126.849998,128.479996,126.769997,127.809998,122.280380,10900
2019-03-27,127.769997,129.639999,127.220001,129.369995,123.772911,10100
2019-03-28,129.669998,130.080002,129.110001,130.080002,124.452179,9100
2019-03-29,130.089996,130.089996,128.740005,129.000000,123.837807,5000
2019-04-01,131.250000,132.020004,131.250000,131.910004,126.631340,9300
2019-04-02,134.050003,135.919998,134.050003,134.679993,129.290482,13400
2019-04-03,134.990005,135.320007,133.899994,134.020004,128.656937,9000
2019-04-04,133.619995,133.750000,133.070007,133.580002,128.234512,5300
2019-04-05,133.860001,136.960007,133.860001,136.699997,131.229645,31900
2019-04-08,136.570007,136.679993,135.720001,136.399994,130.941666,10300
2019-04-09,135.990005,136.000000,135.130005,135.889999,130.452087,10000
2019-04-10,141.199997,142.779999,141.199997,142.350006,136.653580,31700
2019-04-11,142.600006,143.110001,141.740005,142.100006,136.413605,17500
2019-04-12,141.600006,143.279999,141.600006,143.279999,137.546356,7500
2019-04-15,145.369995,146.080002,144.779999,146.080002,140.234314,18900
2019-04-16,146.500000,146.500000,143.750000,146.000000,140.157471,43800
2019-04-17,142.089996,143.429993,141.460007,142.800003,137.085556,23100
2019-04-18,138.699997,139.910004,138.160004,139.289993,133.716049,16200
2019-04-22,137.820007,138.380005,134.770004,138.380005,132.842422,10500
2019-04-23,138.679993,139.600006,138.119995,138.660004,133.111206,6600
2019-04-24,139.800003,139.979996,137.580002,138.369995,132.832840,9700
2019-04-25,138.229996,138.229996,136.300003,137.800003,132.285645,7500
2019-04-26,138.000000,138.229996,137.009995,137.429993,131.930450,4500
2019-04-29,139.550003,139.750000,137.970001,139.139999,133.572021,19100
2019-04-30,139.929993,139.929993,138.630005,139.710007,134.119232,7000
2019-05-01,140.050003,141.110001,139.539993,140.369995,134.752792,8700
2019-05-02,138.139999,138.449997,137.580002,138.440002,132.900040,6800
2019-05-03,138.789993,139.800003,138.589996,139.779999,134.186417,5200
2019-05-06,136.679993,138.589996,136.630005,137.619995,132.112854,8100
2019-05-07,137.000000,137.399994,135.899994,136.770004,131.296906,5200
2019-05-08,135.970001,137.639999,135.970001,137.580002,132.074463,4300
2019-05-09,137.210007,137.250000,136.009995,136.779999,131.306442,3800
2019-05-10,136.899994,139.339996,136.720001,139.339996,133.764008,5000
2019-05-13,137.600006,138.500000,136.559998,136.960007,131.479263,7700
2019-05-14,137.259995,139.729996,137.199997,138.399994,132.861633,3800
2019-05-15,138.800003,139.860001,138.800003,139.800003,134.205612,7800
2019-05-16,139.259995,139.259995,138.199997,139.000000,133.437622,6000
2019-05-17,137.669998,139.990005,137.669998,138.000000,132.477661,11100
2019-05-20,137.869995,139.839996,137.869995,139.029999,133.466446,3700
2019-05-21,140.149994,141.220001,140.149994,141.220001,135.568787,4700
2019-05-22,141.779999,142.889999,141.550003,142.820007,137.104767,6800
2019-05-23,141.500000,141.500000,140.190002,141.070007,135.424774,5300
